,name,genre,parent_platform,platform,publisher,developer,release_date,rating,global_sales,NA_sales,EU_sales,JP_sales,other_sales,generation,players_category,players,online,critic_positive,critic_neutral,critic_negative,metascore,num_critic_reviews,user_positive,user_neutral,user_negative,user_score,num_users_reviews
5677,Samurai Jack: The Amulet of Time,Platform,Nintendo,GBA,BAM! Entertainment,Virtucraft,2003-03-30,T,0.22,0.16,0.06,0.0,0.0,6th Gen,1,1 Player,Not Online,6,6,1,63,13,1,1,0,6.3,2
5678,MySims Party,Simulation,Nintendo,WII,Electronic Arts,EA Redwood Shores,2009-03-10,E,0.22,0.11,0.08,0.0,0.03,7th Gen,,,,1,13,2,56,16,0,0,0,,0
5679,Hunted: The Demon's Forge,Role-Playing,Xbox,X360,Bethesda Softworks,InXile Entertainment,2011-05-31,M,0.22,0.17,0.04,0.0,0.01,7th Gen,2 to 4,2  Online,Online,4,50,5,61,59,27,16,12,6.3,55
5681,Scooby-Doo! Mystery Mayhem,Adventure,Nintendo,GC,THQ,Artificial Mind and Movement,2004-03-02,E,0.22,0.16,0.06,0.0,0.0,6th Gen,1,1 Player,Not Online,2,11,4,54,17,1,1,0,7.8,2
5682,Britney's Dance Beat,Misc,Nintendo,GBA,THQ,Art,2002-03-25,E,0.22,0.17,0.03,,0.02,6th Gen,2 to 4,1-2 ,Not Specified,3,8,3,53,14,0,0,0,8.4,0
5683,Shrek Superslam,Action,Nintendo,GC,Activision,Shaba Games,2005-10-25,E10,0.22,0.13,0.07,0.0,0.02,6th Gen,2 to 4,1-4 ,Not Specified,5,5,1,70,11,3,0,0,5.1,3
5684,G.I. Joe: The Rise of Cobra,Action,Nintendo,WII,Electronic Arts,Double Helix Games,2009-08-04,T,0.21,0.12,0.0,0.08,0.01,7th Gen,2 to 4,1-2 ,Not Specified,0,6,5,51,11,0,0,0,,0
5685,Quantum Conundrum,Misc,PC,PC,Square Enix,Unknown,2012-06-21,E,0.22,0.17,0.04,0.0,0.01,PC,,,,45,14,1,77,60,23,17,6,7.3,46
5686,Herdy Gerdy,Adventure,PlayStation,PS2,Eidos Interactive,Core Design Ltd.,2002-03-04,E,0.22,0.15,0.06,0.0,0.0,6th Gen,1,1 Player,Not Online,12,9,3,69,24,2,1,3,4.8,6
5687,Super Lucky's Tale,Platform,Xbox,XONE,Microsoft Studios,Playful Corp.,2017-11-07,E,0.22,0.17,0.04,,0.01,8th Gen,,,,8,41,2,64,51,34,11,6,6.8,51
5688,Jewel Quest: Expeditions,Puzzle,Nintendo,DS,Activision,"iWin, Inc.",2007-09-18,E,0.22,0.17,0.03,,0.02,7th Gen,2 to 4,1-4 ,Not Specified,1,2,1,68,4,0,0,0,,0
5689,They Bleed Pixels,Platform,PC,PC,Unknown,Spooky Squid Games Inc.,2012-08-29,,0.22,,,,,PC,,,,4,4,0,74,8,13,9,4,7.5,26
5690,Evolve,Misc,PC,PC,2K Games,Unknown,2015-02-09,M,0.22,0.11,0.08,0.0,0.03,PC,,,,25,14,0,77,39,88,49,133,4.3,270
5691,Bionic Dues,Strategy,PC,PC,Unknown,"Arcen Games, LLC",2013-10-08,,0.22,0.13,0.07,,0.02,PC,,,,3,3,0,71,6,13,1,2,7.6,16
5692,Armored Core V,Simulation,Xbox,X360,Namco Bandai,From Software,2012-03-20,T,0.22,0.03,0.18,0.0,0.01,7th Gen,,,,14,20,3,68,37,9,5,1,7.1,15
5694,Over G Fighters,Simulation,Xbox,X360,Ubisoft,Taito Corporation,2006-06-27,T,0.18,0.07,0.1,0.0,0.01,7th Gen,5 to 12,8  Online,Online,2,19,15,49,36,10,9,9,6.2,28
5696,Anarchy Reigns,Action,PlayStation,PS3,Sega,PlatinumGames,2013-01-08,M,0.22,0.13,0.03,0.04,0.01,7th Gen,1,1 Player,Not Online,13,21,1,71,35,17,6,0,8.1,23
5697,DiRT Rally,Racing,Xbox,XONE,Codemasters,Codemasters,2016-04-05,E,0.2,0.08,0.09,0.0,0.04,8th Gen,,,,17,0,0,86,17,12,1,4,8.1,17
5698,Road Redemption,Action-Adventure,PC,PC,Unknown,Pixel Dash Studios,2017-10-04,,0.22,0.19,0.01,0.0,0.02,PC,Not Specified,Online Multiplayer,Online,7,11,0,70,18,5,0,2,6.7,7
5699,Rampage: Total Destruction,Action,Nintendo,WII,Midway Games,"Pipeworks Software, Inc.",2006-11-14,E10,0.21,0.11,0.08,0.0,0.03,7th Gen,Not Specified,No Online Multiplayer,Not Online,0,12,9,46,21,5,6,3,5.6,14
5700,TRON: Evolution - Battle Grids,Racing,Nintendo,WII,Disney Interactive Studios,n-Space,2010-12-07,E10,0.21,0.1,0.03,0.06,0.02,7th Gen,,,,1,6,2,59,9,0,0,0,,0
5701,The Dukes of Hazzard: Return of the General Lee,Racing,PlayStation,PS2,Ubisoft,Ratbag,2004-09-28,E,0.21,0.12,0.08,,0.02,6th Gen,2 to 4,1-2 ,Not Specified,0,10,7,52,17,1,0,2,6.8,3
5703,Namco Museum: 50th Anniversary,Misc,Nintendo,GC,Namco,Digital Eclipse,2005-08-30,E10,0.21,0.19,0.01,,0.02,6th Gen,2 to 4,1-2 ,Not Specified,5,16,2,60,23,1,1,0,,2
5704,Crash 'N' Burn,Racing,PlayStation,PS2,Eidos Interactive,Climax Group,2004-11-15,T,0.21,0.17,0.03,,0.01,6th Gen,13 to 24,16  Online,Online,4,12,1,63,17,1,3,0,8.4,4
5705,EVE: Valkyrie,Shooter,PlayStation,PS4,Sony Interactive Entertainment,CCP,2016-10-13,T,0.21,0.11,0.08,0.0,0.03,8th Gen,13 to 24,Up to 16 ,Not Specified,13,16,0,71,29,10,3,3,6.9,16
5706,MLB 10: The Show,Sports,PlayStation,PSP,Sony Computer Entertainment,SCEA San Diego Studios,2010-03-01,E,0.21,0.11,0.07,0.0,0.04,7th Gen,,,,8,3,0,79,11,1,0,0,6.6,1
5707,NBA,Sports,PlayStation,PSP,Sony Computer Entertainment,989 Sports,2005-03-16,E,0.21,0.17,0.04,0.0,0.01,7th Gen,2 to 4,2  Online,Online,2,17,6,57,25,3,2,2,6.9,7
5708,Atelier Escha & Logy: Alchemists of the Dusk Sky,Role-Playing,PlayStation,PS3,Tecmo Koei,Gust,2014-03-11,E10,0.21,0.11,0.08,0.0,0.03,7th Gen,Not Specified,No Online Multiplayer,Not Online,20,7,0,79,27,5,2,1,8.3,8
5709,Disaster Report,Action,PlayStation,PS2,Agetec,Irem Software Engineering,2003-02-15,T,0.21,0.11,0.06,,0.04,6th Gen,1,1 Player,Not Online,8,18,2,66,28,5,0,0,8.3,5
5710,Heroes of Ruin,Role-Playing,Nintendo,3DS,Square Enix,n-Space,2012-07-17,RP,0.2,0.19,0.0,0.0,0.02,8th Gen,2 to 4,Up to 4 ,Not Specified,17,34,2,69,53,6,5,1,7.4,12
5711,College Hoops 2K7,Sports,Xbox,X360,2K Sports,Visual Concepts,2006-11-20,E,0.21,0.2,0.0,0.0,0.02,7th Gen,5 to 12,8  Online,Online,21,1,0,82,22,7,0,0,8.2,7
5712,NCAA March Madness 08,Sports,Xbox,X360,EA Sports,EA Canada,2007-12-11,E,0.22,0.06,0.04,0.1,0.02,7th Gen,2 to 4,2  Online,Online,6,16,0,69,22,1,0,0,,1
5713,TowerFall Ascension,Platform,PC,PC,Matt Makes Games Inc.,Matt Thorson,2014-03-11,E10,0.21,0.03,0.02,0.15,0.01,PC,Not Specified,No Online Multiplayer,Not Online,16,0,0,87,16,16,3,2,6.8,21
5714,The Legend of Heroes: Trails of Cold Steel,Role-Playing,PlayStation,PS3,Xseed Games,Nihon Falcom Corporation,2015-12-22,T,0.21,0.13,0.07,0.0,0.02,7th Gen,Not Specified,No Online Multiplayer,Not Online,12,0,0,86,12,18,2,0,8.8,20
5715,Wild Wild Racing,Racing,PlayStation,PS2,Interplay,Rage Software,2000-10-25,E,0.21,0.2,0.0,0.0,0.02,6th Gen,2 to 4,1-2 ,Not Specified,4,9,0,64,13,0,0,0,,0
5716,The Bard's Tale,Role-Playing,PlayStation,PS2,inXile Entertainment,InXile Entertainment,2004-10-26,T,0.21,0.2,0.0,0.0,0.02,6th Gen,1,1 Player,Not Online,28,15,1,76,44,6,1,0,7.8,7
5718,Senran Kagura: Peach Beach Splash,Action,PlayStation,PS4,Xseed Games,Marvelous Entertainment,2017-09-12,M,0.22,0.05,0.04,0.12,0.02,8th Gen,5 to 12,Up to 10 ,Not Specified,11,13,1,70,25,6,3,2,7.1,11
5719,Robotech: The Macross Saga,Shooter,Nintendo,GBA,TDK Mediactive,Lucky Chicken,2002-10-27,E,0.21,0.1,0.08,0.0,0.03,6th Gen,2 to 4,1-4 ,Not Specified,1,5,2,61,8,1,1,1,6.4,3
5720,Yu Yu Hakusho: Dark Tournament,Fighting,PlayStation,PS2,Unknown,Digital Fiction,2004-09-21,T,0.21,0.1,0.08,0.0,0.03,6th Gen,2 to 4,1-2 ,Not Specified,1,11,3,56,15,3,0,2,8.1,5
5721,Toy Soldiers,Strategy,PC,PC,Unknown,Signal Studios,2012-04-27,T,0.21,0.14,0.06,0.0,0.02,PC,Not Specified,No Online Multiplayer,Not Online,1,3,0,71,4,11,3,2,7.4,16
5722,SBK X: Superbike World Championship,Racing,PlayStation,PS3,Deep Silver,Milestone S.r.l,2010-12-07,E10,0.21,0.09,0.02,0.08,0.02,7th Gen,,,,2,2,0,73,4,1,1,0,7.5,2
5723,Ys VIII: Lacrimosa of Dana,Role-Playing,PlayStation,PS4,NIS America,Falcom,2017-09-12,T,0.21,0.15,0.06,0.0,0.0,8th Gen,Not Specified,No Online Multiplayer,Not Online,38,1,0,85,39,30,2,1,8.3,33
5724,Lost Planet 3,Shooter,PlayStation,PS3,Capcom,Spark Unlimited,2013-08-27,T,0.21,0.1,0.08,0.0,0.03,7th Gen,5 to 12,Up to 10 ,Not Specified,4,23,3,61,30,6,6,3,5.7,15
5726,Hitman: HD Trilogy,Misc,PlayStation,PS3,Square Enix,Unknown,2013-01-29,M,0.22,0.05,0.13,0.0,0.04,7th Gen,,,,7,13,0,71,20,8,2,2,7.4,12
5727,Madden NFL 07,Sports,Nintendo,DS,EA Sports,Exient Entertainment,2006-08-22,E,0.21,0.08,0.04,0.08,0.02,7th Gen,2 to 4,1-4 ,Not Specified,4,5,0,70,9,0,1,1,6.5,2
5728,Tom Clancy's Splinter Cell: Blacklist,Action-Adventure,PC,PC,Ubisoft,Ubisoft Toronto,2013-08-20,M,0.22,0.07,0.06,0.06,0.03,PC,,,,12,1,0,82,13,81,32,53,7.5,166
5729,BloodRayne,Shooter,Xbox,XBOX,Majesco,Terminal Reality,2002-10-15,M,0.21,0.1,0.08,0.0,0.03,6th Gen,1,1 Player,Not Online,12,8,0,76,20,2,0,0,7.9,2
5730,The Con,Fighting,PlayStation,PSP,Sony Computer Entertainment,Think and Feel,2005-10-18,T,0.22,0.07,0.1,0.0,0.04,7th Gen,2 to 4,1-2 ,Not Specified,8,24,5,63,37,5,1,1,7.2,7
5731,NHL 2K6,Sports,Xbox,XBOX,2K Sports,Kush Games,2005-09-06,E10,0.22,0.2,0.0,0.0,0.02,6th Gen,5 to 12,8  Online,Online,28,4,0,83,32,9,3,2,7.5,14
5732,Marvel Super Hero Squad,Adventure,PlayStation,PSP,THQ,Mass Media Inc.,2009-10-20,E10,0.19,0.04,0.13,0.0,0.03,7th Gen,,,,1,4,2,51,7,0,0,0,,0
5733,Homefront: The Revolution,Shooter,Xbox,XONE,Deep Silver,Dambuster Studios,2016-05-17,M,0.21,0.16,0.05,,0.01,8th Gen,2 to 4,Up to 4 ,Not Specified,1,7,4,49,12,9,10,15,4.4,34
5734,Tenchu: Return From Darkness,Action,Xbox,XBOX,Activision,K2 LLC,2004-03-10,M,0.2,0.18,0.0,0.0,0.02,6th Gen,2 to 4,1-2 ,Not Specified,22,30,3,70,55,2,0,3,6.5,5
5735,World Poker Tour,Misc,PlayStation,PS2,2K Sports,2K Sports,2005-10-18,E,0.21,0.16,0.05,,0.01,6th Gen,5 to 12,6  Online,Online,2,12,3,60,17,3,1,0,8.7,4
5736,Neo Contra,Shooter,PlayStation,PS2,Konami,Konami Computer Entertainment Tokyo,2004-10-19,M,0.21,0.17,0.02,0.0,0.02,6th Gen,2 to 4,1-2 ,Not Specified,9,21,7,65,37,3,0,0,7.4,3
5737,Tony Hawk's American Sk8land,Sports,Nintendo,DS,Activision,Vicarious Visions,2005-11-16,E,0.21,0.1,0.09,,0.02,7th Gen,2 to 4,2  Online,Online,26,5,0,84,31,16,0,0,7.8,16
5738,MVP Baseball,Sports,PlayStation,PSP,Electronic Arts,EA Canada,2005-05-18,E,0.21,0.16,0.05,,0.01,7th Gen,2 to 4,1-2 ,Not Specified,7,10,4,67,21,9,0,3,7.7,12
5739,Bound By Flame,Action,PlayStation,PS4,Focus Home Interactive,Spiders,2014-05-06,M,0.21,0.1,0.08,0.0,0.03,8th Gen,Not Specified,No Online Multiplayer,Not Online,2,26,12,53,40,35,19,16,5.8,70
5740,Fate/Extella: The Umbral Star,Action,Nintendo,Switch,Xseed Games,Marvelous Entertainment,2017-07-25,T,0.21,0.1,0.08,0.0,0.03,8th Gen,Not Specified,No Online Multiplayer,Not Online,8,12,1,69,21,2,3,0,7.0,5
5741,Prince of Persia: Revelations,Adventure,PlayStation,PSP,Ubisoft,"Pipeworks Software, Inc.",2005-12-06,M,0.21,0.19,0.01,0.0,0.02,7th Gen,1,1 Player,Not Online,7,18,2,65,27,8,3,2,8.0,13
5742,Radiant Historia: Perfect Chronology,Role-Playing,Nintendo,3DS,Atlus,Atlus,2018-02-13,T,0.21,0.2,0.0,0.0,0.02,8th Gen,Not Specified,No Online Multiplayer,Not Online,43,1,0,85,44,9,0,2,8.6,11
5743,LEGO Marvel's Avengers,Action,PC,PC,Warner Bros. Interactive Entertainment,Traveller's Tales,2016-01-26,E10,0.19,0.07,0.08,0.0,0.04,PC,Not Specified,No Online Multiplayer,Not Online,1,3,0,64,4,0,0,1,7.2,1
5744,The BIGS 2,Sports,Xbox,X360,2K Sports,Blue Castle Games,2009-07-07,E10,0.21,0.1,0.06,0.04,0.02,7th Gen,,,,16,14,1,76,31,10,1,3,6.4,14
5745,Frogger 3D,Action,Nintendo,3DS,Konami,Alpha Unit,2011-09-20,E,0.21,0.18,0.01,0.0,0.02,8th Gen,2 to 4,4  Online,Online,0,6,5,54,11,1,1,0,6.2,2
5746,50 Cent: Blood on the Sand,Shooter,Xbox,X360,THQ,Swordfish Studios,2009-02-24,M,0.21,0.11,0.03,0.06,0.01,7th Gen,2 to 4,1-2 ,Not Specified,23,31,0,71,54,8,3,2,6.3,13
5748,Rochard,Platform,PC,PC,Unknown,Recoil Games,2011-11-15,T,0.21,0.19,0.01,0.0,0.02,PC,,,,14,2,0,81,16,24,6,2,7.9,32
5749,Quake III: Revolution,Shooter,PlayStation,PS2,Electronic Arts,Bullfrog Productions,2001-03-26,M,0.2,0.16,0.03,0.0,0.01,6th Gen,2 to 4,1-4 ,Not Specified,15,3,0,84,18,0,0,1,7.3,1
5750,Pac-Man World 3,Platform,PlayStation,PS2,Namco,Blitz Games,2005-11-15,E,0.21,0.12,0.07,0.0,0.02,6th Gen,13 to 24,24  Online,Online,5,12,5,63,22,0,2,2,5.3,4
5751,Bass Pro Shops: The Strike,Sports,Xbox,X360,XS Games,Griffin International,2009-10-06,E,0.21,0.1,0.08,0.0,0.03,7th Gen,,,,2,1,1,63,4,1,0,0,5.8,1
5753,FIFA 16,Sports,PC,PC,EA Sports,EA Canada,2015-09-22,E,0.21,0.1,0.08,0.0,0.03,PC,,,,8,2,0,81,10,9,5,44,4.5,58
5754,Human Resource Machine,Puzzle,PC,PC,Unknown,Tomorrow Corporation,2015-10-15,,0.21,0.1,0.08,0.0,0.03,PC,Not Specified,No Online Multiplayer,Not Online,11,1,0,78,12,8,3,1,7.8,12
5755,Pro Evolution Soccer 2012,Sports,Nintendo,WII,Konami,Konami,2011-11-15,E,0.21,0.2,0.0,0.0,0.02,7th Gen,,,,8,1,0,79,9,3,0,1,7.5,4
5756,HBO Boxing,Fighting,PlayStation,PS,Acclaim Entertainment,Osiris Studios,2000-11-20,E,0.21,0.16,0.05,,0.01,5th Gen,,,,0,2,5,26,7,0,0,0,4.0,0
5757,Cursed Mountain,Adventure,Nintendo,WII,Deep Silver,Sproing Interactive Media / Deep Silver Vienna,2009-08-25,M,0.18,0.04,0.13,0.0,0.01,7th Gen,,,,21,29,1,67,51,7,1,1,7.4,9
5759,Ninja Gaiden: Dragon Sword,Action,Nintendo,DS,Tecmo,Team Ninja,2008-03-25,T,0.21,0.08,0.08,0.03,0.02,7th Gen,1,1 Player,Not Online,45,7,0,83,52,4,2,0,7.8,6
5760,de Blob 2,Platform,PlayStation,PS3,THQ,Blue Tongue,2011-02-22,E,0.21,0.12,0.08,0.0,0.01,7th Gen,,,,27,23,0,74,50,6,4,1,6.8,11
5761,The Chronicles of Narnia: Prince Caspian,Role-Playing,Nintendo,DS,Disney Interactive Studios,Fall Line Studio,2008-05-15,E10,0.21,0.09,0.1,,0.02,7th Gen,,,,0,9,3,54,12,0,0,0,,0
5762,A Boy and His Blob,Platform,Nintendo,WII,Majesco,WayForward Technologies,2009-10-13,E,0.21,0.16,0.05,,0.01,7th Gen,Not Specified,No Online Multiplayer,Not Online,34,9,0,80,43,9,1,0,8.4,10
5763,Tekken 3D: Prime Edition,Fighting,Nintendo,3DS,Namco Bandai,Namco Bandai Games,2012-02-14,T,0.22,0.17,0.02,0.02,0.02,8th Gen,,,,8,31,3,64,42,2,9,3,6.1,14
5764,Maximo vs Army of Zin,Platform,PlayStation,PS2,Capcom,Capcom,2004-01-20,T,0.21,0.11,0.07,0.0,0.03,6th Gen,1,1 Player,Not Online,40,6,0,83,46,3,1,0,8.0,4
5765,Blocks That Matter,Action,PC,PC,Unknown,Swing Swing Submarine,2011-08-19,,0.21,0.19,0.01,0.0,0.02,PC,,,,5,3,0,72,8,9,7,1,7.2,17
5766,The Legend of Spyro: The Eternal Night,Platform,Nintendo,WII,Sierra Entertainment,Krome Studios,2007-10-18,E10,0.21,0.18,0.01,,0.02,7th Gen,Not Specified,No Online Multiplayer,Not Online,2,5,1,60,8,4,1,3,5.9,8
5767,Age of Empires: Mythologies,Strategy,Nintendo,DS,THQ,Griptonite,2008-11-24,E10,0.2,0.06,0.08,0.05,0.01,7th Gen,2 to 4,1-4 ,Not Specified,20,8,0,78,28,5,2,4,6.9,11
5768,Order Up!,Misc,Nintendo,WII,Zoo Games,SuperVillain Studios,2008-07-22,E,0.21,0.1,0.08,0.0,0.03,7th Gen,1,1 Player,Not Online,17,8,0,76,25,5,2,1,8.5,8
5770,Ultimate General: Gettysburg,Strategy,PC,PC,Game-Labs,Game-Labs,2014-10-16,,0.21,0.18,0.02,,0.02,PC,,,,8,0,0,84,8,55,8,5,7.8,68
5771,You Don't Know Jack,Misc,Nintendo,WII,THQ,"Jellyvision, Inc.",2011-02-08,T,0.22,0.17,0.03,0.0,0.02,7th Gen,,,,5,0,0,81,5,1,0,0,7.7,1
5772,Shadow of Destiny,Adventure,PlayStation,PS2,Konami,Konami,2001-03-05,T,0.21,0.19,0.01,,0.02,6th Gen,1,1 Player,Not Online,13,5,0,78,18,4,2,2,8.4,8
5773,Cabela's Deer Hunt: 2004 Season,Sports,Xbox,XBOX,Activision,FUN Labs,2003-08-27,T,0.21,0.1,0.08,0.0,0.03,6th Gen,1,1 Player,Not Online,3,1,1,65,5,9,0,0,8.4,9
5775,Baja: Edge of Control,Racing,PlayStation,PS3,THQ,2XL Games,2008-09-22,E,0.21,0.19,,,0.02,7th Gen,,,,4,15,2,61,21,3,1,2,4.6,6
5776,Fallout 76,Role-Playing,PC,PC,Bethesda Softworks,Bethesda Game Studios,2018-11-14,M,0.21,0.09,0.07,0.03,0.02,PC,13 to 24,Up to 24 ,Not Specified,4,29,13,52,46,602,153,1541,2.7,2296
5777,SBK Superbike World Championship,Racing,Xbox,X360,Conspiracy Entertainment,Milestone,2008-11-08,E10,0.21,0.16,0.05,,0.01,7th Gen,,,,1,16,0,63,17,2,0,0,8.0,2
5778,NBA Live 16,Sports,PlayStation,PS4,EA Sports,EA Tiburon,2015-09-29,E,0.21,,0.2,,0.01,8th Gen,5 to 12,Up to 10 ,Not Specified,0,26,1,59,27,14,5,3,6.1,22
5779,G.I. Joe: The Rise of Cobra,Action,PlayStation,PS3,Electronic Arts,Double Helix Games,2009-08-04,T,0.21,0.1,0.08,0.0,0.04,7th Gen,2 to 4,1-2 ,Not Specified,1,12,19,43,32,2,1,0,4.7,3
5780,G.I. Joe: The Rise of Cobra,Action,PlayStation,PS3,Electronic Arts,Double Helix Games,2009-08-04,T,0.21,0.12,0.07,,0.02,7th Gen,2 to 4,1-2 ,Not Specified,1,12,19,43,32,2,1,0,4.7,3
5781,Bionicle,Platform,Nintendo,GC,Electronic Arts,Argonaut Games,2003-10-20,E,0.21,0.06,0.14,0.0,0.01,6th Gen,1,1 Player,Not Online,0,2,3,47,5,0,0,2,4.2,2
5782,LEGO The Lord of the Rings,Misc,PC,PC,Warner Bros. Interactive Entertainment,Unknown,2012-11-13,E10,0.17,0.1,0.04,0.0,0.03,PC,Not Specified,No Online Multiplayer,Not Online,5,1,0,80,6,14,4,1,8.1,19
5783,Conan Exiles,Action-Adventure,PlayStation,PS4,Maximum Games,Funcom Oslo A/S,2018-05-08,M,0.21,0.11,0.07,0.0,0.03,8th Gen,25 to 64,Up to 40 ,Not Specified,10,21,1,68,32,15,9,31,5.2,55
5784,World Series of Poker,Misc,PlayStation,PSP,Activision Value,Activision Value,2005-09-15,E10,0.21,0.11,0.07,0.0,0.03,7th Gen,5 to 12,1-8 ,Not Specified,0,1,5,37,6,7,1,3,6.4,11
5785,Vampire Rain,Action,Xbox,X360,AQ Interactive,Artoon,2007-07-03,M,0.21,0.16,0.04,0.0,0.01,7th Gen,5 to 12,8  Online,Online,0,9,36,38,45,4,3,9,3.1,16
5786,Rayman Raving Rabbids,Misc,Xbox,X360,Ubisoft,Ubisoft Montpellier,2007-04-24,E,0.22,0.07,0.13,0.0,0.03,7th Gen,Not Specified,No Online Multiplayer,Not Online,1,14,1,67,16,1,3,2,7.6,6
5787,Deus Ex: The Conspiracy,Action,PlayStation,PS2,Eidos Interactive,Ion Storm,2002-03-25,M,0.21,0.05,0.05,0.09,0.02,6th Gen,1,1 Player,Not Online,18,7,0,81,25,16,1,1,8.9,18
5788,Unreal II: The Awakening,Shooter,Xbox,XBOX,Atari,Tantalus Interactive,2004-02-10,M,0.21,0.19,0.0,0.0,0.02,6th Gen,5 to 12,1-12 ,Not Specified,6,18,3,64,27,6,2,8,5.5,16
5789,Rumble Racing,Racing,PlayStation,PS2,Electronic Arts,Electronic Arts,2001-04-23,E,0.21,0.18,0.0,0.01,0.01,6th Gen,2 to 4,1-2 ,Not Specified,14,3,0,85,17,6,1,0,8.6,7
5790,Spider-Man: Web of Shadows,Action,PlayStation,PS2,Activision,Shaba Games / Treyarch,2008-10-21,E10,0.21,0.18,0.01,0.0,0.02,6th Gen,,,,0,4,0,69,4,0,2,4,4.6,6
5791,Batman Begins,Action,Xbox,XBOX,Electronic Arts,Eurocom Entertainment Software,2005-06-14,T,0.21,0.1,0.08,0.0,0.03,6th Gen,1,1 Player,Not Online,13,40,3,65,56,8,2,2,7.1,12
5792,State of Decay: Year One Survival Edition,Action-Adventure,Xbox,XONE,Microsoft Studios,Undead Labs,2015-04-28,M,0.21,0.17,0.04,,0.01,8th Gen,Not Specified,No Online Multiplayer,Not Online,25,22,0,72,47,28,8,6,6.8,42
5793,DEFIANCE,Action,PC,PC,Trion Worlds,Trion Worlds,2013-04-02,M,0.21,0.1,0.08,0.0,0.03,PC,,,,5,33,2,64,40,144,43,75,6.6,262
5794,Shrek: Reekin' Havoc,Platform,Nintendo,GBA,TDK Mediactive,TOSE Software,2003-07-30,E,0.21,0.1,0.08,0.0,0.03,6th Gen,1,1 Player,Not Online,0,9,2,57,11,1,0,0,,1
5795,Champion Jockey: G1 Jockey & Gallop Racer,Sports,PlayStation,PS3,Tecmo Koei,Tecmo Koei Games,2011-11-08,E,0.21,0.16,0.04,,0.01,7th Gen,2 to 4,Up to 4 ,Not Specified,0,3,1,48,4,1,0,0,,1
5796,Way of the Samurai 3,Action,Xbox,X360,UFO Interactive,Acquire,2009-10-20,M,0.21,0.14,0.05,,0.02,7th Gen,Not Specified,No Online Multiplayer,Not Online,2,14,6,55,22,1,0,0,7.2,1
5797,JSRF: Jet Set Radio Future,Action,Xbox,XBOX,Sega,Smilebit,2002-02-25,T,0.21,0.14,0.04,,0.02,6th Gen,2 to 4,1-4 ,Not Specified,33,3,0,88,36,37,2,11,8.2,50
5798,NHL Hitz 20-02,Sports,Nintendo,GC,Midway Games,EA Black Box,2001-11-17,E,0.21,0.15,0.06,0.0,0.0,6th Gen,2 to 4,1-4 ,Not Specified,9,4,0,79,13,2,0,0,8.6,2
5799,Devil May Cry HD Collection,Action,PlayStation,PS4,Capcom,Capcom,2018-03-13,M,0.21,0.06,0.05,0.08,0.02,8th Gen,Not Specified,No Online Multiplayer,Not Online,1,25,1,60,27,7,6,3,7.3,16
5800,Legend of Dungeon,Role-Playing,PC,PC,Unknown,Robot Loves Kitty,2013-09-13,,0.21,0.12,0.05,0.02,0.02,PC,,,,4,8,1,62,13,6,5,2,7.5,13
5801,The Last Airbender,Action,Nintendo,WII,THQ,THQ,2010-06-29,T,0.21,0.13,0.04,0.03,0.01,7th Gen,,,,0,2,2,53,4,1,0,0,6.6,1
5802,NCAA Football 2003,Sports,Nintendo,GC,EA Sports,EA Tiburon,2002-07-20,E,0.21,0.16,0.04,0.0,0.01,6th Gen,2 to 4,1-2 ,Not Specified,11,0,0,91,11,2,0,0,6.6,2
5803,7 Days to Die,Action,PlayStation,PS4,Telltale Games,The Fun Pimps,2016-06-28,M,0.21,0.1,0.06,0.02,0.03,8th Gen,2 to 4,Up to 4 ,Not Specified,1,6,9,45,16,35,22,21,5.9,78
5805,Prison Break: The Conspiracy,Action,Xbox,X360,Deep Silver,ZootFly,2010-04-01,T,0.21,0.12,0.07,,0.02,7th Gen,Not Specified,No Online Multiplayer,Not Online,2,11,24,40,37,0,2,1,4.8,3
5806,Final Fantasy Fables: Chocobo's Dungeon,Role-Playing,Nintendo,WII,Square Enix,High Horse Entertainment,2008-07-08,E10,0.21,0.16,0.04,0.0,0.01,7th Gen,2 to 4,2  Online,Online,22,12,0,76,34,1,0,1,8.1,2
5807,Blue Dragon Plus,Role-Playing,Nintendo,DS,Ignition Entertainment,Mistwalker Corporation / Brownie Brown Inc. / Feelplus Inc.,2009-02-19,E,0.12,0.03,0.07,0.0,0.02,7th Gen,Not Specified,No Online Multiplayer,Not Online,20,24,2,69,46,1,2,0,6.5,3
5808,Always Sometimes Monsters,Misc,PC,PC,Devolver Digital,Unknown,2014-05-21,,0.21,0.07,0.12,0.0,0.02,PC,Not Specified,No Online Multiplayer,Not Online,14,11,1,73,26,5,9,0,7.2,14
5809,StokEd,Sports,Xbox,X360,Destineer,Bongfish,2009-02-26,T,0.21,0.07,0.12,0.0,0.02,7th Gen,5 to 12,8  Online,Online,15,16,3,68,34,3,0,1,8.6,4
5810,ESPN Winter X Games: Snowboarding 2002,Sports,PlayStation,PS2,Konami,Konami Computer Entertainment Osaka,2002-01-14,T,0.21,0.09,0.0,0.11,0.01,6th Gen,2 to 4,1-2 ,Not Specified,4,9,1,64,14,4,0,0,8.1,4
5811,Zone of the Enders HD Collection,Action,Xbox,X360,Konami Digital Entertainment,Kojima Productions,2012-10-30,M,0.22,0.12,0.04,0.05,0.01,7th Gen,,,,11,9,1,75,21,1,2,0,8.1,3
